"TimeStamp","Source","Destination","IPV4Address","Status","ResponseTime"
"11-09-2013 18:10:34","PRALAY-PC","59.144.127.16",,"","170"
"11-09-2013 18:10:36","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:10:37","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:38","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:10:39","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:10:35","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 18:10:40","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:10:41","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:10:42","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:10:44","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:10:45","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:10:41","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:10:46","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:47","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:10:48","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:10:49","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:10:50","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:10:46","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:10:51","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:52","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:54","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:55","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:56","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:52","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:10:57","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:10:58","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:10:59","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:11:00","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:11:01","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:10:58","PRALAY-PC","192.168.1.1","192.168.1.1","","3"
"11-09-2013 18:11:02","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:11:04","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:11:03","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:11:09","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:11:14","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:11:16","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:11:13","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:18","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:21","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:24","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:27","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:29","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:32","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:35","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:38","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:40","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:43","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:46","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:49","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:11:55","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:11:58","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:03","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:06","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:12","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:15","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:20","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:22","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:26","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:12:27","PRALAY-PC","192.168.1.1","192.168.1.1","","351"
"11-09-2013 18:12:30","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:12:31","PRALAY-PC","192.168.1.1","192.168.1.1","","20"
"11-09-2013 18:12:36","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:36","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:53","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:53","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:12:59","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:12:59","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:04","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:04","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:10","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:10","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:15","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:16","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:21","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:21","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:30","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:31","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:38","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:39","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:47","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:13:48","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:55","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:13:56","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:04","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:05","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:12","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:13","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:21","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:22","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:29","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:30","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:38","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:39","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:46","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:14:47","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:55","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:14:56","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:03","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:04","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:12","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:13","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:20","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:21","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:29","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:30","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:37","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:38","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:46","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:15:47","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:54","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:15:55","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:03","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:04","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:11","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:12","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:20","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:21","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:28","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:29","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:37","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:38","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:45","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:16:46","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:54","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:16:55","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:17:02","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:17:03","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:17:11","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:17:12","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:17:19","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:17:20","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:17:28","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:17:29","PRALAY-PC","59.144.127.16","59.144.127.16","Failed",
"11-09-2013 18:19:47","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:19:47","PRALAY-PC","192.168.1.1","192.168.1.1","","3503"
"11-09-2013 18:19:50","PRALAY-PC","192.168.1.1","192.168.1.1","","31"
",
"11-09-2013 18:19:52","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:19:52","PRALAY-PC","192.168.1.1","192.168.1.1","","27"
"11-09-2013 18:19:54","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:19:55","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:19:55","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:00","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:02","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:07","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:08","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:08","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 18:20:09","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:09","PRALAY-PC","192.168.1.1","192.168.1.1","","6"
"11-09-2013 18:20:10","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:10","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:20:15","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:15","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:20:16","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:17","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:16","PRALAY-PC","192.168.1.1","192.168.1.1","","12"
"11-09-2013 18:20:18","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:18","PRALAY-PC","192.168.1.1","192.168.1.1","","7"
"11-09-2013 18:20:19","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:19","PRALAY-PC","192.168.1.1","192.168.1.1","","4"
"11-09-2013 18:20:20","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:20","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 18:20:21","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:22","PRALAY-PC","192.168.1.1","192.168.1.1","","103"
"11-09-2013 18:20:23","PRALAY-PC","192.168.1.1","192.168.1.1","","12"
"11-09-2013 18:20:22","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:24","PRALAY-PC","192.168.1.1","192.168.1.1","","12"
"11-09-2013 18:20:24","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:25","PRALAY-PC","192.168.1.1","192.168.1.1","","9"
"11-09-2013 18:20:25","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:26","PRALAY-PC","192.168.1.1","192.168.1.1","","15"
"11-09-2013 18:20:27","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:27","PRALAY-PC","192.168.1.1","192.168.1.1","","13"
"11-09-2013 18:20:28","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:28","PRALAY-PC","192.168.1.1","192.168.1.1","","9"
"11-09-2013 18:20:29","PRALAY-PC","59.144.127.16","192.168.1.1","Failed",
"11-09-2013 18:20:34","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:20:35","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:20:36","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:20:37","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:33","PRALAY-PC","192.168.1.1","192.168.1.1","Failed",
"11-09-2013 18:20:38","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:39","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:20:40","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:20:41","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:20:43","PRALAY-PC","59.144.127.16",,"","176"
"11-09-2013 18:20:39","PRALAY-PC","192.168.1.1","192.168.1.1","","1"
"11-09-2013 18:20:44","PRALAY-PC","59.144.127.16",,"","128"
"11-09-2013 18:20:45","PRALAY-PC","59.144.127.16",,"","77"
"11-09-2013 18:20:46","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:48","PRALAY-PC","59.144.127.16",,"","941"
"11-09-2013 18:20:45","PRALAY-PC","192.168.1.1","192.168.1.1","","5"
"11-09-2013 18:20:49","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:20:50","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:52","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:20:53","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:20:54","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:50","PRALAY-PC","192.168.1.1","192.168.1.1","","2"
"11-09-2013 18:20:56","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:20:57","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:20:58","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:20:59","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:21:00","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:21:01","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:21:02","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:21:03","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:21:05","PRALAY-PC","59.144.127.16",,"","52"
