"TimeStamp","Source","Destination","IPV4Address","Status","ResponseTime"
"11-09-2013 18:22:38","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:22:39","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:22:40","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:22:41","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:22:42","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:22:43","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:22:45","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:22:46","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:22:47","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:22:48","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:22:49","PRALAY-PC","59.144.127.16",,"","146"
"11-09-2013 18:22:50","PRALAY-PC","59.144.127.16",,"","79"
"11-09-2013 18:22:51","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:22:52","PRALAY-PC","59.144.127.16",,"","56"
"11-09-2013 18:22:54","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:22:55","PRALAY-PC","59.144.127.16",,"","124"
"11-09-2013 18:22:56","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:22:57","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:22:58","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:22:59","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:00","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:01","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:23:02","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:04","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:05","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:06","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:07","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:23:08","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:23:09","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:23:10","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:11","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:12","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:13","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:15","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:16","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:17","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:23:18","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:23:19","PRALAY-PC","59.144.127.16",,"","55"
"11-09-2013 18:23:20","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:21","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:22","PRALAY-PC","59.144.127.16",,"","55"
"11-09-2013 18:23:23","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:24","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:26","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:27","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:28","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:29","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:30","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:31","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:32","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:33","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:34","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:36","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:23:37","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:38","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:23:39","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:40","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:41","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:42","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:43","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:44","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:46","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:47","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:48","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:23:49","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:50","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:51","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:52","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:53","PRALAY-PC","59.144.127.16",,"","92"
"11-09-2013 18:23:54","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:23:56","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:23:57","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:23:58","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:23:59","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:24:00","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:01","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:02","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:03","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:05","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:06","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:24:07","PRALAY-PC","59.144.127.16",,"","59"
"11-09-2013 18:24:08","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:09","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:10","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:11","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:13","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:14","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:15","PRALAY-PC","59.144.127.16",,"","407"
"11-09-2013 18:24:16","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:17","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:18","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:19","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:21","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:22","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:23","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:24","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:25","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:26","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:27","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:28","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:29","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:30","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:24:32","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:24:33","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:24:34","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:24:35","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:36","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:24:37","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:38","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:39","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:40","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:24:42","PRALAY-PC","59.144.127.16",,"","57"
"11-09-2013 18:24:43","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:44","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:24:45","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:46","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:47","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:48","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:24:49","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:24:50","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:52","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:24:53","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:24:54","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:24:55","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:56","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:24:57","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:24:59","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:25:00","PRALAY-PC","59.144.127.16",,"","100"
"11-09-2013 18:25:01","PRALAY-PC","59.144.127.16",,"","80"
"11-09-2013 18:25:02","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:03","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:04","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:25:05","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:06","PRALAY-PC","59.144.127.16",,"","55"
"11-09-2013 18:25:11","PRALAY-PC","59.144.127.16",,"Failed",
"11-09-2013 18:25:12","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:25:13","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:25:14","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:25:15","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:25:16","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:25:18","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:19","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:20","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:21","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:25:22","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:23","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:24","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:25","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:26","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:25:28","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:29","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:30","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:31","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:32","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:33","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:34","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:35","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:25:36","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:37","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:39","PRALAY-PC","59.144.127.16",,"","421"
"11-09-2013 18:25:40","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:41","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:42","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:43","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:45","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:46","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:47","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:25:48","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:49","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:50","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:51","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:25:52","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:25:53","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:25:54","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:25:56","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:25:57","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:25:58","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:25:59","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:26:00","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:01","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:02","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:03","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:05","PRALAY-PC","59.144.127.16",,"","99"
"11-09-2013 18:26:06","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:07","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:08","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:26:09","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:26:10","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:11","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:26:12","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:26:13","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:14","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:16","PRALAY-PC","59.144.127.16",,"","152"
"11-09-2013 18:26:17","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:18","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:26:19","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:26:20","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:21","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:22","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:23","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:26:24","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:26","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:27","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:28","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:26:29","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:30","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:31","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:26:32","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:26:33","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:34","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:35","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:37","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:26:38","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:39","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:40","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:26:41","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:42","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:43","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:44","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:45","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:26:46","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:48","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:49","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:26:50","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:51","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:26:52","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:26:53","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:26:54","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:26:55","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:26:57","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:26:58","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:26:59","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:00","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:01","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:02","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:03","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:04","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:05","PRALAY-PC","59.144.127.16",,"","142"
"11-09-2013 18:27:07","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:27:08","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:09","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:27:10","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:11","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:12","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:27:13","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:14","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:15","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:16","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:18","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:27:19","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:27:20","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:27:21","PRALAY-PC","59.144.127.16",,"","52"
"11-09-2013 18:27:22","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:23","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:24","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:25","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:26","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:28","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:27:29","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:30","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:31","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:32","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:27:33","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:34","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:35","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:36","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:27:37","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:27:39","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:40","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:41","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:43","PRALAY-PC","59.144.127.16",,"","728"
"11-09-2013 18:27:44","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:27:45","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:46","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:47","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:27:48","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:49","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:50","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:51","PRALAY-PC","59.144.127.16",,"","45"
"11-09-2013 18:27:53","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:27:54","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:55","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:56","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:27:57","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:27:58","PRALAY-PC","59.144.127.16",,"","57"
"11-09-2013 18:27:59","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:28:00","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:28:01","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:28:02","PRALAY-PC","59.144.127.16",,"","51"
"11-09-2013 18:28:04","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:28:05","PRALAY-PC","59.144.127.16",,"","50"
"11-09-2013 18:28:06","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:28:07","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:28:08","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:28:09","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:28:10","PRALAY-PC","59.144.127.16",,"","81"
"11-09-2013 18:28:11","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:28:12","PRALAY-PC","59.144.127.16",,"","149"
"11-09-2013 18:28:14","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:28:15","PRALAY-PC","59.144.127.16",,"","53"
"11-09-2013 18:28:16","PRALAY-PC","59.144.127.16",,"","54"
"11-09-2013 18:28:17","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:28:18","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:28:19","PRALAY-PC","59.144.127.16",,"","49"
"11-09-2013 18:28:20","PRALAY-PC","59.144.127.16",,"","48"
"11-09-2013 18:28:21","PRALAY-PC","59.144.127.16",,"","46"
"11-09-2013 18:28:22","PRALAY-PC","59.144.127.16",,"","47"
"11-09-2013 18:28:24","PRALAY-PC","59.144.127.16",,"","583"
"11-09-2013 18:28:25","PRALAY-PC","59.144.127.16",,"","47"
